LOAN,MORTDUE,VALUE,YOJ,CLAGE,CLNO,DEBTINC
16500,8795,164000,23,76.06666667,21,
16500,74263,98922,0,139.8312465,20,31.81442935
16500,102552,144461,1,136.7244895,15,34.10788882
16500,42317,66966,3,206.2383892,17,35.00637947
16500,94920,118156,9,295.2855235,18,32.17163193
16500,,29168,11,102.1303682,8,31.56688527
16500,45441,76145,4,124.0333832,8,28.17345068
16500,36206,53040,9,118.3013718,9,17.74778355
16600,9626,96887,14,263.7662467,23,28.67470198
16600,77380,123638,,,,34.11861536
16600,95860,123546,0,252.7574879,29,40.60856748
16600,81275,106691,1,289.376138,20,38.47524099
16600,57094,94944,9,,15,24.02304824
16600,97749,164103,,263.8467774,23,37.38685429
16600,102543,119493,3,276.6931852,33,29.28407186
16600,55912,81552,6,106.5129317,7,36.76375267
16600,45877,68563,2,119.5007647,18,33.07304835
16600,74784,100221,1,90.05044751,17,25.7083938
16600,42259,,1.5,209.9666667,20,
16600,,50732,0,96.36289475,9,42.39913928
16600,,56631,2,98.76022323,8,39.7995274
16600,71564,84627,5,114.6401329,20,22.32314261
16600,74681,95471,6,187.6535104,19,40.45375316
16600,28694,44165,20,206.7176512,16,30.63902291
16600,,43880,,351.725503,15,31.53428892
16600,69644,100411,0,149.095227,19,29.72574682
16600,71096,104437,9,246.9596363,12,37.09953261
16700,62933,91790,2,185.3724624,31,35.25727149
16700,64862,107919,10,260.1585478,11,36.82433903
16700,62933,95498,0,161.6609943,25,24.26256802
16700,,29387,13,80.82059146,8,33.36449134
16700,102687,137417,7,97.76351186,14,31.10800492
16700,86076,130341,12,295.9543396,18,28.44799241
16700,31135,60478,14,105.1332711,18,39.1229968
16700,43794,61446,6,96.45470591,9,28.45298086
16700,54079,112463,1,134.9257138,23,37.03395439
16700,51310,76704,2,271.6519477,10,37.63005716
16700,11059,92706,13,262.61034,23,29.88475774
16700,59207,83146,2,309.496388,15,43.48806641
16700,77083,103540,17,170.8123729,10,37.2264306
16700,67238,96535,7,103.4726082,10,39.34965052
16700,,56374,1,73.4289424,9,40.82912873
16700,29404,45209,20,195.5523296,16,31.05808436
16700,12830,56465,3,301.1485223,15,18.25148086
16700,53423,85685,5,109.4294283,12,28.16061131
16700,5106,93277,14,269.9626887,23,29.87592807
16700,105556,136568,0,273.7250728,47,40.04168465
16800,57329,83695,3,294.9997016,16,40.62505269
16800,76852,90429,6,183.8430046,18,42.2970917
16800,44983,65000,4,77.03333333,43,
16800,27623,88231,8,122.463272,12,55.96202222
16800,56979,90008,10,178.9299564,12,27.8164203
16800,69284,,21,190.6933138,20,35.89402586
16800,50050,140222,4,272.4998353,43,40.03337824
16800,23670,41879,17,106.3985698,17,26.69671626
16800,62557,95747,0,188.189005,31,35.28584474
16800,16204,27781,1,190.5770968,9,27.14688565
16800,113021,146222,5,123.8934197,65,62.55930782
16800,67049,89729,,286.3751286,20,28.73912802
16800,81820,100366,6,335.3003273,41,36.21162681
16800,87300,155500,3,1154.633333,0,
16800,50445,71711,5,71.23076169,18,40.58291348
16800,73280,103067,1,140.362134,17,34.00229537
16800,102838,111319,1,257.3285966,34,27.57659689
16800,46312,67166,27,241.5083839,14,26.22071743
16800,50135,93772,5,126.4894051,21,35.85635489
16800,58193,82942,1,320.0630097,16,42.84596286
16800,39352,60943,25,237.7636233,13,25.43988824
16800,144756,183810,11,243.5422549,20,26.73398284
16800,94851,119053,2,270.9986111,34,27.00923929
16800,115870,130809,15,177.6322825,17,39.56720816
16900,131002,166859,4,135.8564232,20,28.15188528
16900,,51549,1,75.41374556,8,40.62819923
16900,30856,56961,11,116.8177074,10,20.34458217
16900,71672,96677,1,153.7916948,30,35.32783617
16900,47129,62342,15,290.1489212,21,30.3185968
16900,31143,75125,,237.1790454,49,42.13228057
16900,63800,85000,2,127.8,33,
16900,73128,101683,26,254.1917975,45,38.51230869
16900,66812,90973,9,108.0055259,10,37.46901795
16900,68940,88264,0,166.1062815,25,24.95531142
16900,67111,96985,21,233.7843986,23,37.32471132
16900,116357,209364,4,221.1285548,16,27.9002639
16900,53252,89720,29,204.5879339,22,33.01615312
16900,88143,115365,19,282.0685178,16,24.96285137
16900,43643,80639,3,128.5818237,8,28.89595485
16900,61847,91671,9,202.0534356,20,21.34825451
16900,78455,121450,,,,33.74237455
16900,17988,137328,9,360.1469602,10,41.90205419
16900,102108,117650,9,279.1125847,19,29.64517729
17000,73644,107086,0,280.4533436,20,37.77195785
17000,125257,161009,3,129.7577996,21,27.6372066
17000,10866,171952,24,79.9919755,21,29.84695874
17000,,,1,111.2350118,21,31.36287239
17000,70039,100993,7,261.911317,11,36.56433032
17000,54218,75000,5,177.5,35,
17000,51682,67688,2,135.1919065,18,33.05063637
17000,83248,95886,8,349.4300794,41,36.05994724
17000,97713,164869,,253.4763166,23,36.45229579
17000,125728,159770,,228.4223822,18,37.00837378
17000,31772,60289,6,189.2369837,13,31.12574653
17000,134689,158661,,227.3954647,19,36.42557176
17000,86341,133564,15,307.6738571,18,28.36821059
17000,66894,75360,8,,,25.26009868
17000,27088,166437,7,306.6741711,27,26.15671788
17000,70085,81598,7,117.1953992,20,21.98183572
17000,97438,158780,0,210.9126034,18,38.79674995
17000,45671,64516,27,246.1797214,13,25.7012056
17000,6778,60065,0,326.5184144,5,38.83660184
17000,26228,60979,7,188.2476105,13,29.62867649
17000,63450,92816,10,,16,25.71867108
17000,54780,93091,4,115.3753324,21,37.50862467
17000,73184,96889,0,71.95379199,16,28.00439848
17000,60483,85015,4,116.5252651,12,27.29874318
17000,52663,82000,,,,
17000,36420,54375,1,77.7,18,
17000,53058,74000,17,204.9333333,21,
17000,23200,85000,9,149.0666667,21,
17000,47000,112720,16,257.7,20,
17000,86000,119600,12,137.4666667,25,
17000,12613,85000,21,226.3666667,41,
17000,152900,191146,7.5,,16,
17000,55820,88683,0.5,74.03333333,23,
17000,74910,112375,41,95.2,28,
17000,87600,110000,0.4,180.5666667,46,
17000,52700,78000,2,62.9,10,
17000,61000,127000,9,256.7,40,
17000,62755,81180,19,134.9333333,28,
17000,56800,82000,22,320.6,28,
17000,89600,115000,20,99.26666667,23,
17000,48000,69000,25,351.0333333,24,
17000,43000,63500,8,46.66666667,11,
17000,118822,208429,3,206.7370713,16,25.87399085
17000,96065,116416,14,125.6730605,8,34.75618581
17000,97517,141718,2,128.4175979,15,31.16602944
17000,51018,108148,0,114.9462923,23,40.24125987
17000,170636,188899,1,67.40828497,13,44.7515722
17000,98451,138012,3,120.2389346,15,33.95359392
17000,82662,111357,17,252.3059847,30,37.31611992
17000,108154,134103,1,279.3611988,46,39.67697661
17000,25638,128433,10,367.6645206,9,39.10689638
17100,56791,94396,7,110.2940878,21,36.1073409
17100,48471,71546,5,254.0957007,32,29.81874354
17100,19126,88969,21,225.7062879,41,38.89637818
17100,,96036,27,327.0017911,15,12.4986698
17100,100082,119585,1,147.9158091,29,34.73427716
17100,22162,128989,11,367.9970935,9,40.64091611
17100,53983,73688,5,95.52351212,9,36.92038565
17100,123463,160487,4,155.3007626,21,25.70412779
17100,49951,111291,1,151.1045925,23,39.48719814
17100,74922,91187,0,80.58265559,16,26.76776884
17100,59123,94247,0,70.01636023,22,37.19508553
17100,46953,69086,6,165.6277883,11,29.2491436
17100,43085,68758,7,103.6838558,49,30.3535487
17100,92853,130864,6,244.7288109,41,37.49264563
17100,32134,69131,3,209.1988005,6,38.632967
17100,54598,115838,14,247.2958966,20,25.63211643
17100,,60781,8,101.0140613,14,27.71993814
17100,27842,74459,,248.7187801,49,44.55215415
17100,104652,169076,,270.5812143,23,38.46522769
17100,117337,131575,16,177.6294323,17,39.17643246
17100,91502,113251,18,289.9544006,16,24.45832061
17200,51352,64386,27,295.9554144,17,36.78730595
17200,62514,96633,25,224.7643591,24,36.7023407
17200,59698,89715,9,,16,23.34562321
17200,94937,133859,6,248.1588756,42,36.79087533
17200,6126,88603,13,287.2608869,23,30.0987967
17200,7044,57831,0,330.9709043,6,37.94331514
17200,103519,118074,0,102.6786125,21,41.41835285
17200,89507,121047,14,118.866134,9,34.6028274
17200,52011,65800,7,120.3239792,48,30.55651187
17200,11950,170000,22,77.28338497,20,28.82169866
17200,43996,79419,5,140.973401,9,28.6621734
17200,33073,85654,7,163.3947887,20,28.27488887
17200,50742,71000,15,,0,
17200,39316,66978,4,99.98597596,10,26.43708406
17200,74402,,13,115.3530306,34,41.35903633
17200,62108,,21,174.3961345,21,34.53892537
17200,48999,76544,5,240.5227465,31,32.84175391
17200,35116,60489,17,106.486237,18,38.80624071
17200,85977,109238,3,115.5575126,25,38.94891874
17200,45900,68126,4,111.1259517,17,34.17904688
17200,52276,69860,0,180.9314878,25,30.58796698
17200,53849,102326,1,57.16674512,9,39.99115424
17200,90567,118761,14,139.3401702,9,34.78487038
17200,99204,119490,9,296.2114898,18,30.3013654
17200,48427,66082,29,283.8487591,16,38.39363467
17200,62840,92946,5,133.1594808,11,27.50354017
17200,17234,43310,1,215.6075405,15,38.31851469
17200,55254,118718,15,276.9110829,20,26.69615871
17200,27230,82319,,249.2156672,50,43.75679409
17300,40280,66319,4,101.3255769,9,27.97593545
17300,91132,110440,10,147.5533245,19,36.42721874
17300,51185,65537,6,129.8379412,49,29.31159406
17300,35070,63862,16,125.1315694,17,37.93651965
17300,79412,114906,17,247.3605705,30,36.53643556
17300,73000,95000,5,90.3,30,
17300,99064,156306,4,90.44952245,16,35.75006044
17300,44031,79187,0,299.7052373,10,35.98666991
17300,20798,37980,2,219.3093648,16,37.76321101
17300,90768,116052,13,120.2414262,9,35.81087795
17300,65444,91244,8,202.0496827,19,21.57338522
17300,65136,83847,6,127.0999737,20,24.5182717
17300,110614,137552,6,85.23250072,13,31.34436552
17300,73503,91842,0,142.3320756,32,46.90232438
17300,91350,107834,3,118.1330649,24,37.61084501
17300,65077,91991,0,114.0234424,26,35.90776048
17300,96138,124066,1,271.7823232,30,40.40450623
17300,32736,49100,4,262.9484377,34,38.563081
17300,57358,71617,0,194.2933392,25,30.53780606
17300,51107,64135,4,115.002195,17,32.25108612
17300,48132,78889,4,133.1676855,8,28.29822706
17400,,48971,,345.0099186,17,32.47431947
17400,77350,101271,0,148.9162275,18,34.38702843
17400,61035,90434,4,113.6359957,12,25.35719461
17400,58941,88470,4,123.2570546,12,25.55759334
17400,62824,82243,5,109.4827485,7,34.81844499
17400,25859,43684,16,95.36306868,17,27.10761957
17400,24687,37391,2,217.7442746,16,38.25139203
17400,43110,73614,1,114.2891824,8,26.37910802
17400,11147,166496,23,73.46751776,19,29.53166415
17400,42876,66085,26,281.5781525,16,38.02752168
17400,45861,61256,7,132.0192267,48,30.18656747
17400,54161,75500,4,23.33333333,11,
17400,44479,78121,1,117.3235888,9,27.13398944
17400,97072,155146,0,204.1656163,19,40.50796477
17400,96590,112115,0,178.6595894,46,41.11788749
17400,113890,135146,16,174.1014596,17,37.6335491
17400,49765,66782,27,272.5904825,16,39.3830645
17400,25844,83229,,247.7616459,50,43.70133124
17400,123579,168243,4,146.3520808,20,26.60351151
17400,166345,202989,10,276.0663463,37,24.35659356
17400,55575,78661,17,198.9896005,20,38.99143137
17400,102228,115898,0,144.1981676,30,35.11415035
17400,56111,114521,2,154.8555239,24,38.69508356
17400,64163,84948,12,172.7111657,13,27.9796944
17400,79623,113658,0,212.1291452,25,35.10671964
17500,92986,114276,13,116.9613578,8,36.25138573
17500,99853,163401,0,208.4622762,18,37.82861717
17500,17889,94453,19,244.3562274,41,35.74477089
17500,101354,117209,1,136.1582225,30,36.8517233
17500,133243,154513,,217.0370487,18,37.46299196
17500,76100,98500,5,59.83333333,16,
17500,49968,68025,3,126.0794526,18,34.10902705
17500,73071,94267,1,160.4547005,19,32.27680932
17500,153839,194027,7,,15,29.1136512
17500,51102,69532,5,108.3160802,49,31.49594572
17500,100642,138550,3,115.0759476,16,32.17638026
17500,110603,142000,1,163.0666667,25,
17500,56647,78000,11,92.3,29,
17500,68000,133015,19,177.5,21,
17500,46636,72908,7,110.2309072,15,41.51229209
17500,90221,113564,19,265.1846253,17,27.02943897
17500,85183,108948,4,125.1094856,25,37.10302599
17500,61524,87188,3,115.8086609,13,25.40157
17500,91000,116000,0.5,188.7333333,26,
17500,87294,114031,15,147.0985835,8,34.46794
17500,103562,130613,1,288.0084783,47,39.35835753
17500,102858,138977,2,100.2812192,15,31.66931945
17500,23288,94904,8,145.1207368,20,29.67538222
17600,39057,50933,6,239.2016301,35,39.30107072
17600,53707,80407,17,185.9782208,21,36.49405393
17600,,96188,,181.2950465,9,30.87931729
17600,56090,103992,1,46.87513575,10,39.08182644
17600,62996,86817,12,152.7826478,14,29.20365458
17600,73354,96526,0,147.1345258,18,33.05249321
17600,72232,103081,1,143.9671531,18,36.30996249
17600,79122,96116,1,152.4437144,18,35.5896626
17600,76043,95605,3,85.04333493,30,47.84029512
17600,44571,66088,2,126.0903816,17,30.87190179
17600,,45119,,354.7359192,17,34.49504666
17600,29201,41396,19,89.20252735,16,23.93494584
17600,67285,90816,1,104.5928669,25,35.59225354
17600,64857,82449,1,312.882474,15,43.47886256
17600,59347,68667,0,185.274961,25,30.05232395
17600,71983,97939,1,144.3662159,19,29.80858977
17600,106381,134476,0,294.0732541,47,38.58165872
17600,62198,101183,21,230.7167135,23,39.13975656
17600,71366,87862,5,116.7966851,20,23.40013712
17600,39063,54561,17,107.9438175,17,38.91921033
17600,48487,65665,6,100.1740038,15,43.76968491
17600,,66000,7,111.7857004,14,27.09089472
17600,88661,114922,13,152.7540102,7,36.76627363
17600,61093,97551,0,75.06082943,22,35.5629932
17700,10847,94611,14,271.3966671,22,27.2833953
17700,17480,41055,1,196.1319389,15,37.92365952
17700,64964,88856,5,114.6676183,19,21.93300632
17700,111612,128416,14,169.7334875,17,39.77062845
17700,93302,116668,20,283.040946,16,25.2259102
17700,50886,106673,2,57.09065961,10,40.85911311
17700,60260,90196,11,177.8548455,14,29.60717111
17700,36253,57420,3,267.7835088,34,37.93457008
17700,,56402,3,91.04574898,8,38.68550628
17700,107395,133433,6,96.15756174,13,27.59227738
17700,71399,96588,7,83.59853183,16,33.62658567
17700,98476,136319,2,110.7357286,16,32.22102484
17700,85150,113104,11,148.0652591,19,38.96287206
17700,58016,76416,4,28.01149175,10,41.46337333
17700,47064,71698,3,244.5180644,32,30.40320383
17700,,55796,1,85.18341257,8,40.20948611
17700,56375,90435,0,70.22587032,23,36.02327677
17700,72911,97317,1,82.39838379,17,25.32925087
17700,82302,111228,4,118.4559036,25,37.1605612
17800,61494,85864,2,303.8376508,15,40.24631208
17800,38770,64357,17,282.9357846,21,27.97949547
17800,39686,67246,5,114.183555,10,27.5758097
17800,83080,108348,1,132.6098608,25,36.45908768
17800,,95639,,179.8493516,9,33.14225722
17800,107736,113100,1,135.1232249,20,38.93711224
17800,56956,74305,0,187.1833294,24,31.81747192
17800,60611,89943,29,208.466537,21,30.81324059
17800,58942,91483,5,123.7366744,13,28.15595999
17800,68889,85642,0,105.7679609,25,34.62992201
17800,100277,163702,,256.8544712,24,36.35403645
17800,51689,115660,16,270.044991,19,27.46700181
17800,137169,182280,12,241.3753071,21,28.84644812
17800,13839,171378,23,86.7026248,21,31.35960953
17800,13660,173360,23,78.8388988,21,30.06279232
17800,8642,88369,13,265.022103,22,26.48079237
17800,36902,57622,9,121.8797027,10,19.14211657
17800,54003,116434,18,268.715304,19,24.25197177
17800,69306,94504,7,85.85082998,15,32.2942169
17800,56432,157665,20,238.1668986,27,20.07933438
17800,44326,79651,4,246.7969491,32,32.50901207
17900,70046,135917,1,138.0110083,16,38.2892023
17900,37265,53214,2,259.963831,34,39.83150056
17900,62697,89848,7,113.0588969,19,24.07219136
17900,72501,94488,1,162.3895619,19,29.96118901
17900,97335,167384,,250.4871084,24,39.15632328
17900,63559,81536,13,176.8707685,13,26.18976709
17900,66823,91680,0,89.43649279,18,27.71065729
17900,38233,63578,6,79.1215828,9,26.5188307
17900,70444,95860,7,95.68425477,11,38.14282274
17900,96450,135822,6,90.3,5,
17900,102054,143103,5,125.858539,16,32.84743505
17900,56273,111507,1,123.0225636,23,39.49148711
17900,51080,92051,10,117.0897854,31,42.373233
17900,46342,68029,26,279.0070806,17,36.07297543
17900,110332,130756,2,288.6555842,47,41.9463752
17900,68779,98623,1,83.86164124,17,26.40566665
17900,,31953,10,74.42930759,2,29.97560335
18000,68000,98898,10,206.9666667,13,
18000,49255,61752,8,122.0619672,49,30.03372238
18000,62216,85503,3,307.2507013,15,41.43939067
18000,97523,130166,5,247.9728235,42,40.59168739
18000,63508,94991,1,155.8847243,25,23.58566428
18000,65836,100292,22,237.1016319,24,36.33819671
18000,,53365,,340.460801,17,30.57565003
18000,72152,102671,7,84.63934821,16,32.88687523
18000,88509,112933,4,150.8023694,21,23.20094121
18000,84824,115146,21,293.9804358,16,27.09752347
18000,23252,50750,16,180.6,20,
18000,46865,61266,5,102.5946739,9,26.35375338
18000,105000,172500,6,219.1666667,24,
18000,23000,46000,0.2,312.5333333,25,
18000,7051,66200,,250.5666667,22,
18000,88000,131300,14,179.5666667,26,
18000,124000,195000,13,202.9,22,
18000,94554,119000,1,308.4666667,20,
18000,90000,120600,25,272.9333333,17,
18000,45000,68500,10,190.8,42,
18000,56000,78000,4,108.5333333,16,
18000,62000,160800,15,129.8333333,11,
18000,12900,21500,5,109.5666667,33,
18000,57988,86970,16,165.3333333,14,
18000,99401,140000,8.9,150.1,20,
18000,39005,60000,10,112.6333333,5,
18000,47000,69000,6,110.6333333,24,
18000,52301,79959,1,290.2806482,9,37.16369797
18000,55169,114786,2,120.1541063,24,37.54773286
18000,100822,118817,0,126.4264397,30,37.87741107
18000,48724,72654,7,62.08860596,4,31.57029892
18000,161413,196860,7,,16,30.77816684
18000,90275,135792,13,178.661764,26,33.33696079
18000,74162,89823,0,121.7614658,26,34.02520751
18000,114000,147140,5,122.7333333,13,
18000,50409,78404,9,191.2820789,42,39.48302397
18000,54196,71412,10,189.8742704,42,37.3521051
18000,41814,62845,27,244.8818599,14,23.53704523
18000,,97026,,182.5978157,9,30.67551037
18000,107546,176314,6,218.0193861,23,40.15214366
18100,81916,104048,0,154.4259959,18,33.67802577
18100,144692,183630,11,256.2054726,21,27.38411651
18100,53524,102133,0,52.94238739,9,40.61679727
18100,46145,72200,11,178.1920777,42,40.57402248
18100,23590,215548,10,136.5300202,41,33.27229752
18100,57864,164069,19,247.545271,27,21.46927181
18100,71814,89941,10,83.16781079,11,32.28540549
18100,62783,86066,0,293.3585868,15,43.6177143
18100,89454,119019,13,127.2461963,8,37.52527269
18100,112832,182418,8,230.0721311,23,40.29869891
18100,95322,119643,2,313.6033866,20,42.1192853
18100,22203,138057,8,356.9090675,10,40.87438208
18100,73356,86885,10,73.74671053,12,31.57101889
18100,27186,77694,,249.4133616,50,43.72793048
18100,27239,39723,17,111.5322141,16,24.44945281
18100,23928,55734,17,175.8953545,19,37.94552227
18100,32554,92419,8,164.9096132,20,29.01660998
18100,18611,171194,5,313.0379453,26,27.19915401
18200,50250,72000,10,75.06666667,28,
18200,93702,158647,4,96.17779327,16,34.70993598
18200,16386,170310,23,73.0072773,20,29.80460145
18200,67809,89339,0,102.4609862,19,38.34534078
18200,13925,94898,22,223.901918,41,35.99822541
18200,34593,56658,15,126.0480098,18,36.92663479
18200,49653,159076,20,231.5497227,27,20.41593161
18200,94727,136877,15,168.9599682,26,36.05643747
18200,55406,78682,,122.7177095,39,33.6938313
18200,4447,21510,,67,19,
18200,139000,171350,0.1,102.5,18,
18200,97146,124195,24,278.3074217,17,32.72169498
18200,61690,89963,15,157.409679,14,27.94667597
18200,61554,94510,2,161.3526933,24,23.89655471
18200,4927,30198,,89.59983867,19,41.23052688
18200,53646,156048,20,232.2971256,27,20.85606753
18200,120966,208782,4,202.5343334,17,27.43664604
18200,62141,90434,0,69.41077665,22,35.35728725
18200,68743,92112,0,95.34376502,16,26.69266663
18200,95091,113294,15,188.504617,36,78.65438605
18200,78077,105522,0,278.4430216,22,38.9396509
18200,63852,93356,1,181.9117699,31,33.20940925
18200,39109,62371,25,268.1982607,13,24.74818104
18200,57980,79265,16,194.0542928,20,37.72576061
18300,40018,65355,16,287.9746298,21,28.36288297
18300,90337,103864,3,118.5345867,25,39.72048898
18300,109437,114900,1,138.1718508,20,38.33231689
18300,55584,95236,10,,15,24.59063319
18300,121001,210685,2,192.9772854,16,26.86050033
18300,26982,59552,15,183.6144149,19,36.29961798
18300,63351,87645,1,324.614647,15,43.90230255
18300,109192,139384,6,122.8655758,14,29.3975931
18300,90099,118545,12,140.5158506,18,38.89923169
18300,31427,60249,16,110.5522774,18,40.00125599
18300,35975,60500,13,118.6666667,22,
18300,60100,82506,10,171.4666667,64,
18300,73510,95132,0,86.68429575,17,25.24404629
18300,93728,153093,5,109.3371059,16,36.21398749
18300,68096,99051,1,85.8431617,17,27.63351648
18300,68517,97151,7,77.52181884,15,32.00405609
18300,12169,93564,13,274.4813985,23,30.26921818
18300,89455,124840,13,148.7646605,24,29.9624015
18300,67550,95440,3,154.1501136,25,22.85499927
18400,68655,94322,8,76.79470126,15,32.74121014
18400,89101,118748,7,153.849763,21,21.76282696
18400,65519,89276,0,123.098552,26,36.35420324
18400,88352,110216,1,376.7236428,31,47.83067113
18400,94280,122172,23,280.0488336,16,33.36352866
18400,63569,95729,23,237.2759487,23,38.41536702
18400,61049,96397,2,80.15575717,23,35.42557919
18400,99902,125249,26,294.424118,16,33.48854738
18400,72718,98065,8,119.0578171,19,35.36412843
18400,116228,148722,1,159.1692347,25,38.07976182
18400,110580,137926,6,93.43274991,13,29.11688772
18400,94952,129177,12,140.4807035,24,29.96750585
18400,83548,111626,9,163.8543934,17,37.07811779
18400,16756,66340,,239.8448526,21,38.6626294
18400,40673,60418,27,247.6495789,13,24.98029896
18400,41730,59750,6,109.9614065,10,27.91184544
18400,48970,69559,20,178.015833,23,39.70798807
18400,75491,101745,0,279.3700507,20,38.75029966
18400,43188,68876,,199.000576,25,41.00610329
18400,62300,95869,2,172.7591234,31,35.18944727
18500,57174,91772,4,129.6632166,13,28.90447884
18500,46555,69186,19,187.2301325,22,38.18814386
18500,,94125,,178.6456365,11,30.93141022
18500,26389,85552,7,152.0406589,21,27.35620808
18500,14517,95150,11,272.0341025,22,27.47858304
18500,102472,115719,0,120.0902646,30,34.24344096
18500,10934,66367,1,326.5673282,5,38.15167101
18500,14111,71628,,246.9909305,22,39.61154172
18500,65165,90805,2,160.7322651,25,25.37204765
18500,81938,106187,2,282.9006093,21,40.0388411
18500,23618,37539,1,199.7237771,15,36.9827292
18500,67686,95949,9,78.94907069,16,31.80824299
18500,42683,68000,3,229.3,12,
18500,67290,95750,,237.1,14,
18500,71000,95000,6,71,24,
18500,49367,71485,10,175.3870489,42,37.77222165
18500,99474,127470,22,287.0022563,16,30.99602763
18500,38145,59415,25,241.8973574,14,23.87079226
18500,90150,122767,12,135.5729778,25,33.46387238
18600,72860,90347,0,104.0404669,26,36.02592528
18600,73473,105848,9,186.7128357,14,27.64603658
18600,84874,115759,9,146.0698108,18,39.83431993
18600,47199,70134,8,86.55886014,15,43.50793855
18600,23850,61808,12,46.94616405,8,40.8529275
18600,60709,89683,1,316.3138584,16,43.75656604
18600,58992,86816,4,103.5042953,16,40.95659824
18600,96993,134785,14,173.897513,25,33.36326972
18600,23792,79716,,238.7898367,50,42.12712426
18600,14167,71194,,264.0171241,21,40.24690114
18600,98200,123662,0,241.6422316,29,41.05065735
18600,100144,153751,4,93.66217049,16,34.89273362
18600,20915,40098,2,213.4505369,16,40.25003373
18600,38674,63641,23,245.049372,13,25.18098984
18600,50167,96312,5,128.3394339,21,36.3773222
18600,39783,59196,17,279.8100665,21,29.77480684
18600,119741,212530,4,202.2885776,17,27.07376116
18600,48711,69611,2,130.2531337,17,33.69118802
18600,64248,82690,0,89.18900547,23,53.84821989
18600,49385,70220,6,229.474919,32,30.73139653
18600,57300,8000,6,68,17,
18600,132785,155644,,225.7275062,20,37.32857399
18600,43438,69441,1,229.2744494,11,35.80007142
18600,,95085,,175.7879949,10,32.25091533
18600,,20700,6,104.5333333,19,
18600,80970,101244,0,272.882599,20,39.80899322
18600,15243,172611,25,73.44153854,21,29.0958828
18600,51936,75278,3,199.8017542,21,36.99564584
18600,96476,119780,0,264.1531247,29,40.80574336
18700,37883,64763,25,236.9968365,13,23.62120308
18700,58498,90135,30,199.1092723,21,33.18223949
18700,65458,84639,0,97.14654403,25,33.6906879
18700,39441,71345,11,132.8367575,13,27.69164816
18700,69954,104510,10,211.2433112,13,33.54985877
18700,11886,63762,0,315.2604995,5,39.67583359
18700,47903,63933,3,120.4180419,17,32.97759665
18700,136790,178135,12,246.9544197,21,30.11861356
18700,99003,162566,,252.2637988,23,39.20903917
18700,63990,94035,9,,14,25.78335659
18700,110292,132953,7,105.4248876,14,30.55275232
18700,50354,79011,1,290.8270296,10,35.13903436
18700,68196,89641,0,112.9760412,26,34.41462163
18700,93210,109980,7,145.4859265,20,22.49623552
18700,70562,91223,27,112.7103681,35,64.2724769
18700,66197,83151,12,157.9459818,14,29.3494858
18700,66891,94454,0,160.711282,20,32.78419351
18700,66003,82410,0,85.77380757,23,51.5173853
18700,45365,71853,7,98.45648444,15,41.38874759
18700,59929,89526,0,64.45472528,22,35.08734865
18700,87958,114696,20,301.9122949,17,24.41521969
18700,118208,130216,14,190.9573245,17,40.74823463
18700,39821,60672,26,243.868763,14,23.35928056
18800,110098,120662,0,122.1698211,21,39.32231541
18800,77025,103322,8,87.1337221,15,33.40589684
18800,70102,99841,10,68.16857287,16,32.85379436
18800,67666,167619,14,135.9518082,11,47.59052865
18800,166737,199303,9,270.8826875,38,25.53212879
18800,73396,137076,18,163.5920452,20,40.37537241
18800,96272,163250,2,204.4925859,19,37.86835539
18800,98582,122597,1,307.5247903,20,39.39416893
18800,7739,65181,0,315.2308975,6,37.98355778
18800,66562,90325,0,112.9032622,25,33.16227148
18800,63836,87000,8,110.5666667,33,
18800,102120,165302,,274.1129261,24,40.10502984
18800,91731,125902,24,276.7274249,16,32.29430401
18800,22782,60590,8,198.8763955,13,30.32992999
18800,88828,116683,6,141.841398,20,21.67927834
18900,127269,203737,14,206.2000368,21,36.27285836
18900,,49442,2,76.571848,9,38.8759867
18900,87081,115165,13,120.4621862,8,34.40037656
18900,83474,104133,4,109.9887849,24,38.86401954
18900,34583,59247,15,89.34062711,17,39.99018836
18900,91784,117626,21,280.1234728,16,25.67302186
18900,87657,117577,9,142.466495,19,39.96618165
18900,154563,198790,7,,15,29.47261446
18900,51075,78045,2,74.09119603,15,42.1982822
18900,39727,68477,11,134.2798423,22,40.42119971
18900,17800,40798,6,167.4666667,16,
18900,68315,98175,14,161.3333333,28,
18900,127559,154545,,216.6695154,18,36.9158782
18900,55238,112776,16,251.5493924,19,25.7694999
18900,123206,205608,4,201.3023718,17,27.52750202
18900,,75252,,,,42.91960497
18900,100416,161147,1,216.0970496,18,38.46049988
18900,44605,65489,15,189.0084559,23,38.57108327
18900,69325,102438,,222.6522749,13,43.5240978
18900,61429,84990,8,166.1793992,64,40.43670481
18900,101289,127485,0,319.2508159,19,42.72323221
18900,52640,113391,16,257.5237966,19,27.79232371
18900,103130,120119,7,292.7517427,19,30.68168891
18900,64290,87837,2,309.005458,15,42.16835848
18900,82537,117610,16,233.8485347,30,39.06489297
19000,52157,157459,19,248.7235332,28,21.92019846
19000,62356,92299,0,60.29414318,23,34.8169595
19000,7524,28639,,60.32825275,18,42.35846148
19000,43479,78631,1,301.4036915,10,38.25309688
19000,172108,195892,10,276.7633406,38,24.4756899
19000,130291,168187,3,140.6893429,20,24.78815021
19000,167104,200184,9,256.6483436,38,23.66867849
19000,22236,169461,7,296.0801937,27,27.64001806
